"GUID","synth1","synth3","synth4","synth2","synth round 1 age","synth round 2 age","synth round 3 age","synth round 4 age"
-1876777485,3236,,,,"25-34","35-44","35-44","35-44"
-503870155,,,10149,,"16-24","25-34","25-34","35-44"
-539657025,,6204,,6204,"16-24","25-34","25-34","25-34"
-338887035,,9526,12580,,"16-24","25-34","25-34","25-34"
739044362,,5976,,5976,"16-24","25-34","25-34","25-34"
-555690139,,5194,,5194,"16-24","16-24","25-34","25-34"
1692524887,,,,5434,"25-34","25-34","35-44","35-44"
-369647058,,7052,,,"16-24","16-24","25-34","25-34"
1639909554,,9457,,,"0-15","16-24","25-34","25-34"
-808949624,,8997,,,"25-34","25-34","25-34","35-44"
1901695376,,,16578,,"25-34","25-34","35-44","35-44"
-500696410,2720,,,1875,"25-34","35-44","35-44","35-44"
1280564069,,5060,,,"35-44","35-44","45-54","45-54"
139056279,,,13146,,"0-15","0-15","16-24","16-24"
-1009417191,3315,,,,"35-44","35-44","35-44","45-54"
854820964,,8306,,,"25-34","25-34","35-44","35-44"
-1138613788,2107,,,,"35-44","35-44","35-44","45-54"
156847219,1718,,,,"45-54","45-54","55-64","55-64"
-560745119,,,,5346,"35-44","45-54","45-54","55-64"
-442266552,4455,,,,"25-34","25-34","35-44","35-44"
-1281814335,,6694,10406,,"16-24","25-34","25-34","25-34"
1324612268,,,,1623,"25-34","35-44","35-44","35-44"
-585339117,,,,5471,"16-24","16-24","25-34","25-34"
-1617979686,3266,,,,"25-34","25-34","35-44","35-44"
641390635,270,,,,"25-34","25-34","35-44","35-44"
-767982476,4697,,,,"35-44","35-44","45-54","45-54"
-1015455662,3688,,,,"25-34","25-34","35-44","35-44"
-152837671,1131,,,,"35-44","45-54","45-54","55-64"
1894514586,,,,3754,"25-34","35-44","35-44","45-54"
134675285,,,15243,,"0-15","16-24","16-24","25-34"
-620692813,6514,,,,"35-44","45-54","45-54","55-64"
-745559612,,5577,,,"55-64","55-64","65-74","65-74"
-1167724090,,,,4951,"16-24","16-24","25-34","25-34"
-397690051,5022,,,,"16-24","25-34","25-34","35-44"
-1482121383,5837,"4688,8740",,4688,"45-54","45-54","55-64","55-64"
305701437,114,,,156,"35-44","45-54","45-54","45-54"
-454249629,,,,3542,"45-54","45-54","55-64","55-64"
230749467,,,,5362,"16-24","25-34","25-34","35-44"
-1954894894,1528,,,,"35-44","35-44","45-54","45-54"
-1302059017,,6727,,,"25-34","25-34","35-44","35-44"
648843647,,9496,,,"25-34","35-44","35-44","35-44"
1307999931,,9692,,,"25-34","25-34","35-44","35-44"
430201687,,7914,,,"25-34","25-34","35-44","35-44"
1379375871,,7736,7736,,"16-24","16-24","25-34","25-34"
-946556805,,129,,,"35-44","35-44","45-54","45-54"
487674168,4164,,,,"25-34","25-34","35-44","35-44"
-357031704,,,10352,,"0-15","16-24","16-24","25-34"
236405600,,5619,5619,5619,"16-24","25-34","25-34","25-34"
-1087523072,2971,,,,"25-34","25-34","35-44","35-44"
-674230311,,,,4719,"25-34","25-34","35-44","35-44"
430333176,,6968,,,"16-24","25-34","25-34","35-44"
162297466,,,12875,,"55-64","55-64","65-74","65-74"
-62482275,2345,,,,"35-44","45-54","45-54","45-54"
889185614,,9279,,,"0-15","16-24","16-24","25-34"
-762501787,,,,1853,"55-64","65-74","65-74","75-84"
-1382017152,3739,,,,"25-34","25-34","25-34","35-44"
-1991038615,,8259,,,"25-34","25-34","35-44","35-44"
-1310571048,,,,4790,"45-54","55-64","55-64","65-74"
-906989761,2846,,,,"45-54","45-54","45-54","55-64"
-1869706803,4383,,,,"25-34","25-34","25-34","35-44"
1270632362,,8414,8414,,"16-24","25-34","25-34","35-44"
-1030663719,3732,,,,"25-34","35-44","35-44","35-44"
-105744181,2261,,,,"65-74","65-74","65-74","75-84"
1956487212,5751,3162,,,"25-34","25-34","35-44","35-44"
340746145,,9507,,,"16-24","25-34","25-34","25-34"
-1353521650,442,,,,"25-34","35-44","35-44","35-44"
-380317879,2278,,,,"35-44","45-54","45-54","55-64"
-71022105,,,,3797,"16-24","25-34","25-34","35-44"
-1601332206,,,12630,,"0-15","16-24","16-24","25-34"
-1972021079,,,,4456,"16-24","25-34","25-34","25-34"
324581811,3743,,,,"25-34","35-44","35-44","35-44"
-299531231,5684,,,3124,"16-24","25-34","25-34","35-44"
900062276,,9402,,,"0-15","16-24","16-24","25-34"
-911204907,,,16366,,"16-24","16-24","25-34","25-34"
-1084305408,,7434,,,"25-34","25-34","35-44","35-44"
1735893816,255,,,,"25-34","25-34","35-44","35-44"
-444743658,3061,,,,"35-44","35-44","45-54","45-54"
-1092091273,,7933,,,"55-64","55-64","65-74","65-74"
719938009,,9568,,,"25-34","25-34","25-34","35-44"
532832530,,9472,,,"16-24","25-34","25-34","25-34"
-816177834,,,11476,,"35-44","45-54","45-54","55-64"
124269572,,,,3488,"16-24","25-34","25-34","35-44"
240874491,4578,2694,,,"16-24","25-34","25-34","35-44"
39533186,5407,,,,"25-34","25-34","35-44","35-44"
-508587573,3639,,,,"25-34","25-34","35-44","35-44"
-1845131576,,7589,,,"16-24","16-24","25-34","25-34"
-1450504274,,6074,6074,,"16-24","25-34","25-34","25-34"
-910799807,,,,5272,"25-34","35-44","35-44","35-44"
1474492139,,,6485,,"35-44","35-44","45-54","45-54"
-1422192682,,6979,,,"16-24","16-24","25-34","25-34"
-70699653,1653,,,,"45-54","45-54","55-64","55-64"
-211593726,2337,,,,"35-44","35-44","45-54","45-54"
1050009489,4352,,,,"35-44","35-44","35-44","45-54"
1050087483,,7648,,,"25-34","35-44","35-44","45-54"
146764228,,,,3712,"35-44","45-54","45-54","55-64"
-1660428768,,2968,,2968,"16-24","25-34","25-34","35-44"
-1256687654,,,6570,,"16-24","16-24","25-34","25-34"
-1435816681,4435,,,,"35-44","35-44","45-54","45-54"
381054625,,,,4437,"55-64","55-64","65-74","65-74"
1523920929,1135,1230,1230,1230,"25-34","25-34","35-44","35-44"
2094297778,3612,,,,"35-44","45-54","45-54","45-54"
-1389157493,,5897,11529,5897,"16-24","25-34","25-34","35-44"
996799741,2152,,,,"65-74","65-74","75-84","75-84"
2023120478,6556,,,3463,"25-34","25-34","35-44","35-44"
1755097541,,,13162,,"16-24","16-24","25-34","25-34"
1549832523,,4580,,4580,"25-34","25-34","35-44","35-44"
470065947,2093,,,,"45-54","55-64","55-64","65-74"
1872937794,,,,5248,"16-24","25-34","25-34","35-44"
1036956135,,,,6069,"25-34","25-34","25-34","35-44"
200058624,1409,1379,1379,1379,"45-54","45-54","55-64","55-64"
-1904689395,,8622,,,"25-34","25-34","35-44","35-44"
-1601465504,,,10283,,"25-34","25-34","35-44","35-44"
703406756,,7773,,,"35-44","35-44","45-54","45-54"
1587423912,,,,5644,"35-44","45-54","45-54","55-64"
1650706700,585,,,,"25-34","35-44","35-44","45-54"
-163273627,,,,3551,"45-54","45-54","55-64","55-64"
-324504060,,,,3051,"45-54","55-64","55-64","55-64"
-142156657,,7520,,,"65-74","75-84","75-84","85+"
1015819999,5027,,,,"25-34","25-34","35-44","35-44"
672628866,3750,2328,2328,2328,"25-34","35-44","35-44","45-54"
-660153710,2239,,,,"45-54","45-54","55-64","55-64"
2136574809,,6341,6341,6341,"25-34","25-34","35-44","35-44"
655841612,,6996,,,"25-34","25-34","35-44","35-44"
-368434442,466,,,,"25-34","25-34","35-44","35-44"
-81089896,,6669,,,"25-34","25-34","35-44","35-44"
-730361731,,6806,,,"25-34","25-34","35-44","35-44"
1744156275,,,10242,,"0-15","16-24","16-24","25-34"
1657311241,,,,6444,"16-24","25-34","25-34","35-44"
-1650703091,,,,3647,"35-44","35-44","45-54","45-54"
-941099102,,,,5011,"35-44","45-54","45-54","55-64"
-453809528,1858,,,,"25-34","35-44","35-44","45-54"
11422893,4611,,,,"16-24","25-34","25-34","35-44"
-1048112663,1396,,,,"35-44","35-44","45-54","45-54"
-454324764,,6104,,,"16-24","16-24","25-34","25-34"
-1174171619,386,,,,"55-64","55-64","65-74","65-74"
-1560427569,3496,,,,"35-44","45-54","45-54","55-64"
1271787130,,,,6349,"16-24","25-34","25-34","25-34"
767056988,,,10145,,"0-15","16-24","16-24","25-34"
222437656,620,,,1157,"35-44","35-44","45-54","45-54"
1884246705,,,,5930,"16-24","25-34","25-34","35-44"
-1366653171,2237,,,,"25-34","35-44","35-44","35-44"
1840125361,1553,,,,"35-44","45-54","45-54","55-64"
1527086848,,8993,8993,,"16-24","25-34","25-34","25-34"
1515680450,,6768,,,"16-24","25-34","25-34","25-34"
-1916026029,,6666,,,"16-24","16-24","25-34","25-34"
1459275923,,8043,,,"45-54","45-54","55-64","55-64"
-740682240,218,,,4644,"45-54","55-64","55-64","65-74"
1260520694,,7013,,,"35-44","45-54","45-54","55-64"
-1731360047,5846,,,,"45-54","45-54","55-64","55-64"
1932627092,1729,1517,,,"25-34","35-44","35-44","35-44"
1781089725,4125,,,,"35-44","45-54","45-54","55-64"
1001786961,2810,1919,,,"45-54","45-54","55-64","55-64"
-1226706288,,,16558,4500,"25-34","25-34","35-44","35-44"
1004264199,1565,,,,"25-34","35-44","35-44","45-54"
-91261255,,,12769,,"16-24","16-24","25-34","25-34"
476148465,5776,,,,"45-54","45-54","45-54","55-64"
616547554,,,15224,,"35-44","35-44","45-54","45-54"
-1859931160,4511,,,,"25-34","35-44","35-44","35-44"
-2110028268,6548,,,,"25-34","35-44","35-44","35-44"
-298011606,4755,,,,"25-34","35-44","35-44","35-44"
1625364487,,6707,,,"16-24","25-34","25-34","25-34"
-1414160804,3033,,,,"25-34","35-44","35-44","45-54"
-1912637761,1142,,,,"25-34","35-44","35-44","35-44"
-1843790292,,,,2769,"25-34","35-44","35-44","35-44"
957138689,,3257,3257,3257,"35-44","35-44","45-54","45-54"
1839536354,,"6934,8962",,,"16-24","16-24","25-34","25-34"
-2022884615,40,,,3850,"25-34","35-44","35-44","45-54"
950247291,,,,6128,"16-24","16-24","25-34","25-34"
-1951219713,3813,,,,"75-84","85+","85+","85+"
-250690741,,5781,,,"35-44","45-54","45-54","55-64"
369298657,,,12828,,"16-24","16-24","25-34","25-34"
105727537,,,10191,,"16-24","16-24","25-34","25-34"
165646538,,,10326,,"35-44","45-54","45-54","55-64"
1629379348,,,12640,,"45-54","45-54","55-64","55-64"
-1612281010,3916,,,,"25-34","25-34","35-44","35-44"
1609006944,,5997,,5997,"25-34","25-34","35-44","35-44"
1356269463,3513,2189,,2189,"35-44","35-44","35-44","45-54"
-1580075166,,,16434,,"0-15","16-24","16-24","25-34"
-1253524723,,,5854,,"25-34","25-34","25-34","35-44"
658478564,2667,,,"1847,3790","45-54","45-54","45-54","55-64"
-750203861,,,,1117,"45-54","45-54","55-64","55-64"
381534325,,5418,,5418,"16-24","25-34","25-34","35-44"
1563581039,418,,,,"45-54","45-54","55-64","55-64"
-1051013005,,,12743,,"16-24","16-24","25-34","25-34"
522682791,5495,,,3021,"45-54","45-54","55-64","55-64"
-1040475857,,,12884,,"16-24","25-34","25-34","25-34"
260850059,409,,,,"35-44","35-44","45-54","45-54"
-1976350225,,,,5333,"25-34","25-34","35-44","35-44"
2021520384,,,,6162,"16-24","16-24","25-34","25-34"
868927712,3508,,,,"45-54","55-64","55-64","65-74"
1152060317,859,,,,"35-44","45-54","45-54","55-64"
1738409063,2383,,,,"35-44","35-44","45-54","45-54"
-1427529528,,8466,,,"16-24","16-24","25-34","25-34"
-1572815085,1288,,,,"25-34","35-44","35-44","45-54"
1044896091,5989,,,,"25-34","35-44","35-44","35-44"
-1091404711,,,,3742,"16-24","25-34","25-34","25-34"
268568118,,,16384,,"16-24","16-24","25-34","25-34"
269677855,,7756,,,"25-34","25-34","35-44","35-44"
1539310294,,4674,,4674,"25-34","35-44","35-44","35-44"
-1066050626,590,,,,"25-34","35-44","35-44","35-44"
-1620105652,5231,,,,"25-34","35-44","35-44","35-44"
-890234813,3571,,,,"25-34","25-34","35-44","35-44"
832776879,,5293,,,"25-34","25-34","35-44","35-44"
770991262,1232,,,,"25-34","35-44","35-44","35-44"
865765486,5467,,,,"25-34","25-34","35-44","35-44"
-979738911,,,13125,,"16-24","16-24","25-34","25-34"
712484211,,7631,,,"25-34","35-44","35-44","45-54"
-207895765,1773,,,,"35-44","35-44","45-54","45-54"
762801812,1226,,,,"65-74","65-74","75-84","75-84"
1087907918,,,4054,,"35-44","45-54","45-54","45-54"
1182761378,,8643,,,"16-24","16-24","25-34","25-34"
-1009271758,,9364,,,"16-24","16-24","25-34","25-34"
-1403171442,,,,4880,"25-34","25-34","35-44","35-44"
-1442402725,,4462,4462,4462,"16-24","16-24","25-34","25-34"
-1051038657,201,,,,"35-44","35-44","45-54","45-54"
1437085685,,7086,,,"25-34","25-34","35-44","35-44"
295512443,,5856,,5856,"25-34","25-34","35-44","35-44"
1384439305,,,15237,,"16-24","25-34","25-34","25-34"
1876044134,5815,,,,"25-34","25-34","35-44","35-44"
-1404261241,,7800,10336,,"16-24","16-24","25-34","25-34"
-351076509,,,,3874,"35-44","35-44","45-54","45-54"
-745030282,,8642,,,"35-44","45-54","45-54","55-64"
-274654653,,,11548,,"16-24","16-24","25-34","25-34"
375232893,,9571,,,"16-24","16-24","25-34","25-34"
-343708497,,5864,,5864,"16-24","16-24","25-34","25-34"
631218635,,8533,,,"16-24","25-34","25-34","35-44"
1512513245,,8606,,,"35-44","45-54","45-54","55-64"
-1855671899,,,,3508,"16-24","16-24","25-34","25-34"
-817564929,,,,5915,"25-34","25-34","35-44","35-44"
-678200667,,,10404,,"35-44","35-44","45-54","45-54"
1367537699,,7505,,,"35-44","35-44","45-54","45-54"
-1387763097,5657,,,,"35-44","45-54","45-54","55-64"
-152535035,1665,,,,"45-54","55-64","55-64","55-64"
286955404,,7034,,,"25-34","25-34","35-44","35-44"
14292416,1462,,,,"25-34","35-44","35-44","35-44"
-1348004357,,,10383,,"25-34","25-34","35-44","35-44"
1649323366,4987,,,,"45-54","45-54","55-64","55-64"
1525397075,1461,,,,"35-44","35-44","45-54","45-54"
2064988789,,7614,,,"25-34","35-44","35-44","35-44"
-603747579,3516,2192,,,"25-34","25-34","35-44","35-44"
-555649247,,7942,,,"35-44","35-44","45-54","45-54"
-1080339256,251,,,,"55-64","65-74","65-74","75-84"
-43113069,,9171,,,"25-34","25-34","35-44","35-44"
-111981234,,,16537,,"0-15","16-24","16-24","25-34"
998830937,,,,4626,"25-34","25-34","35-44","35-44"
658020706,,,16685,,"16-24","25-34","25-34","25-34"
1944233469,,,16543,,"0-15","16-24","16-24","25-34"
-452118447,,7504,,,"35-44","45-54","45-54","55-64"
-188682721,,,16651,,"25-34","25-34","35-44","35-44"
-454385396,,8681,,,"16-24","25-34","25-34","25-34"
-14083275,,7902,,,"35-44","35-44","45-54","45-54"
-721598811,2981,,,,"25-34","25-34","35-44","35-44"
90061996,5981,,,,"35-44","35-44","45-54","45-54"
-1158213637,,,,4686,"25-34","25-34","35-44","35-44"
1540192114,4346,,,,"55-64","65-74","65-74","75-84"
-67361358,223,7121,,,"25-34","25-34","35-44","35-44"
1585580192,,8635,,,"25-34","25-34","35-44","35-44"
1331837713,,6643,,,"25-34","25-34","35-44","35-44"
23191038,,,,3661,"45-54","45-54","55-64","55-64"
-1791163870,,,,5567,"25-34","35-44","35-44","35-44"
1023580901,,,,5203,"25-34","25-34","35-44","35-44"
-901511405,,,13001,,"25-34","25-34","35-44","35-44"
1693872516,1662,,,,"25-34","25-34","35-44","35-44"
-1640221756,5321,,,,"45-54","45-54","55-64","55-64"
1720422510,,,5243,5243,"25-34","25-34","35-44","35-44"
-1891113094,5921,,,,"25-34","35-44","35-44","45-54"
-38636162,2300,,,,"65-74","65-74","75-84","75-84"
768437960,5793,,,,"16-24","25-34","25-34","35-44"
-1446710717,5913,,,,"55-64","55-64","65-74","65-74"
2085150660,400,6975,,,"25-34","25-34","35-44","35-44"
-1804407182,4194,,,,"25-34","25-34","35-44","35-44"
579694213,5621,,,,"35-44","35-44","35-44","45-54"
-2088900019,5762,,,,"25-34","25-34","35-44","35-44"
1534895685,,8580,,,"25-34","35-44","35-44","35-44"
321140656,,,16264,,"16-24","16-24","25-34","25-34"
1147385409,,7711,,,"16-24","25-34","25-34","35-44"
-421086084,,5862,,5862,"16-24","16-24","25-34","25-34"
-1595297612,6039,,,,"16-24","25-34","25-34","35-44"
-614594088,,6150,10194,6150,"16-24","25-34","25-34","35-44"
1716484999,,,,5728,"25-34","35-44","35-44","35-44"
-2005621268,,,16330,,"16-24","16-24","25-34","25-34"
-191580600,,,12637,,"0-15","16-24","16-24","25-34"
890333611,,,,5479,"16-24","16-24","25-34","25-34"
166863350,4096,,,,"55-64","55-64","65-74","65-74"
1195441373,,9592,,,"35-44","35-44","45-54","45-54"
947349964,,,,5429,"25-34","25-34","35-44","35-44"
1272932996,16,,,,"25-34","35-44","35-44","35-44"
1108293471,,6670,,,"16-24","16-24","25-34","25-34"
1298932041,2282,,,,"25-34","25-34","35-44","35-44"
576037900,,8332,,,"25-34","35-44","35-44","45-54"
1766653362,2180,,,,"55-64","55-64","65-74","65-74"
-1828114738,,9303,10202,,"16-24","16-24","25-34","25-34"
-389751193,,9372,,,"0-15","16-24","16-24","16-24"
1277598338,,,16449,,"25-34","25-34","35-44","35-44"
-1703911613,2397,,,,"25-34","25-34","35-44","35-44"
-1296250326,,7588,,,"25-34","25-34","35-44","35-44"
-1329907685,,,,6331,"25-34","25-34","35-44","35-44"
-578160144,,7069,,,"16-24","16-24","25-34","25-34"
-2085620872,,8279,8279,,"25-34","25-34","35-44","35-44"
-823088484,,,16488,,"0-15","0-15","16-24","16-24"
776266874,5875,,,3226,"16-24","25-34","25-34","35-44"
502279151,4292,,2559,2559,"25-34","25-34","35-44","35-44"
1067859009,4068,,,,"45-54","45-54","55-64","55-64"
-166116369,,5292,5292,5292,"25-34","35-44","35-44","45-54"
-1998258742,,,10307,,"0-15","16-24","16-24","25-34"
2024008913,,,12938,,"16-24","16-24","25-34","25-34"
320687021,,4421,,4421,"35-44","35-44","45-54","45-54"
-1136298822,4873,,,,"25-34","25-34","35-44","35-44"
-1835004610,,8611,,,"16-24","25-34","25-34","35-44"
1365520036,,,,3800,"25-34","35-44","35-44","35-44"
472496902,,9177,,,"16-24","16-24","25-34","25-34"
1528032641,,7539,,,"16-24","25-34","25-34","35-44"
-764362726,,8074,8074,,"35-44","45-54","45-54","55-64"
1064049530,,,16315,,"35-44","45-54","45-54","55-64"
-358704245,,4447,,4447,"35-44","35-44","35-44","45-54"
-1277792525,2394,,,,"35-44","45-54","45-54","55-64"
-1194466320,5988,,,,"25-34","25-34","25-34","35-44"
939023026,6015,,,3289,"65-74","65-74","65-74","75-84"
1458480523,,8086,8086,,"25-34","25-34","35-44","35-44"
765596747,,93,,,"45-54","45-54","55-64","55-64"
-584904961,2783,,,,"35-44","35-44","45-54","45-54"
1490174720,2210,,,,"35-44","35-44","45-54","45-54"
1850337472,2145,,,,"35-44","35-44","45-54","45-54"
-742432745,2626,7623,,1821,"25-34","35-44","35-44","45-54"
-1946095028,,9133,,,"16-24","25-34","25-34","25-34"
-1747188960,,5675,,,"45-54","45-54","55-64","55-64"
1906983699,,,15209,,"0-15","0-15","16-24","16-24"
-1505218050,,9628,,,"16-24","16-24","25-34","25-34"
-265086217,5269,,,,"35-44","35-44","45-54","45-54"
1624931189,1386,3652,,3652,"65-74","65-74","65-74","75-84"
-205423462,,7258,7258,,"16-24","16-24","25-34","25-34"
-1690675484,,,12586,,"0-15","16-24","16-24","25-34"
1396637445,,7964,,,"25-34","25-34","35-44","35-44"
-1454766788,"308,2904",,,,"65-74","65-74","75-84","75-84"
-667110529,,,,3570,"35-44","45-54","45-54","55-64"
-1146871228,3703,,,,"25-34","25-34","35-44","35-44"
-1439391240,3010,2040,,,"35-44","35-44","45-54","45-54"
-749225456,,9224,12587,,"25-34","35-44","35-44","35-44"
-731523501,,9495,,,"25-34","25-34","35-44","35-44"
-1921969338,1410,,,,"55-64","55-64","65-74","65-74"
2063343075,,2252,,2252,"25-34","25-34","35-44","35-44"
885580952,,,,5410,"45-54","45-54","55-64","55-64"
1384130535,1249,,,,"45-54","45-54","55-64","55-64"
-1003114077,,8530,,,"0-15","16-24","16-24","25-34"
996863863,,7654,,,"25-34","35-44","35-44","45-54"
-77330118,5947,,,,"25-34","25-34","35-44","35-44"
38497130,,,,773,"25-34","25-34","35-44","35-44"
1964058869,6410,,,,"45-54","45-54","55-64","55-64"
107976135,1199,,,,"45-54","45-54","45-54","55-64"
-441554965,406,,,,"45-54","45-54","55-64","55-64"
-1565700233,4190,,,,"16-24","25-34","25-34","35-44"
1260139863,,,10239,,"16-24","16-24","25-34","25-34"
585689908,4916,,,,"25-34","25-34","35-44","35-44"
-1424739659,2646,1836,,,"45-54","45-54","55-64","55-64"
-1787808007,,,12955,,"25-34","35-44","35-44","45-54"
591615818,1261,,,,"35-44","35-44","45-54","45-54"
-1861518095,4982,2833,2833,2833,"35-44","45-54","45-54","45-54"
438367384,,,,4855,"25-34","35-44","35-44","45-54"
-1708753995,,,,5461,"25-34","25-34","25-34","35-44"
145146213,,,5397,5397,"25-34","25-34","25-34","35-44"
2014511426,,,5206,,"45-54","45-54","55-64","55-64"
-1523744444,5420,,,,"25-34","25-34","35-44","35-44"
-194747393,,4376,4376,4376,"25-34","25-34","25-34","35-44"
-1521986239,,6980,,,"25-34","25-34","35-44","35-44"
-2039600926,,,16770,,"45-54","45-54","55-64","55-64"
-444867151,3030,,,,"35-44","45-54","45-54","55-64"
-1426774014,2190,,,,"25-34","25-34","35-44","35-44"
-77750675,,,16484,,"25-34","35-44","35-44","35-44"
1776942155,1790,,,,"35-44","35-44","45-54","45-54"
639425696,,7581,,,"35-44","35-44","35-44","45-54"
-1432097400,1721,,,,"25-34","35-44","35-44","45-54"
1366107825,1361,,,,"45-54","55-64","55-64","65-74"
-1291119199,,787,,,"55-64","55-64","65-74","65-74"
-869269141,4112,2453,,2453,"25-34","35-44","35-44","45-54"
-804432989,,,,5386,"25-34","25-34","25-34","35-44"
-83394653,,,,5287,"25-34","25-34","35-44","35-44"
-402311800,4439,,,,"25-34","35-44","35-44","45-54"
-997682373,,7644,,,"25-34","25-34","35-44","35-44"
789378183,2110,1618,,,"35-44","35-44","45-54","45-54"
1238459597,,,11478,,"0-15","16-24","25-34","25-34"
1739948918,2030,1564,,,"25-34","35-44","35-44","35-44"
1025425185,460,,,,"25-34","35-44","35-44","35-44"
-754872489,3919,,,,"55-64","55-64","65-74","65-74"
-377483601,,,16367,,"16-24","25-34","25-34","35-44"
-1490704810,,,,4096,"25-34","25-34","35-44","35-44"
1213563698,2829,,1932,1932,"25-34","25-34","35-44","35-44"
246842309,2703,,,,"35-44","45-54","45-54","55-64"
-1621625327,,8018,,,"45-54","45-54","55-64","55-64"
1009875213,4237,,,,"16-24","25-34","25-34","35-44"
312629195,,7508,11525,,"16-24","16-24","25-34","25-34"
-883961859,,5803,,,"25-34","25-34","35-44","35-44"
-857317625,,6673,,,"35-44","45-54","45-54","55-64"
44579321,4664,,,,"25-34","35-44","35-44","45-54"
